Driver,DriverNumber,LapNumber,LapTime,Sector1Time,Sector2Time,Sector3Time,Compound,TyreLife,FreshTyre,Team,TrackStatus,IsPersonalBest,LapTimeSeconds
ZHO,24,52.0,0 days 00:01:20.970000,0 days 00:00:21.347000,0 days 00:00:38.108000,0 days 00:00:21.515000,HARD,51.0,True,Kick Sauber,1,False,80.97
ZHO,24,53.0,0 days 00:01:21.375000,0 days 00:00:21.048000,0 days 00:00:38.840000,0 days 00:00:21.487000,HARD,52.0,True,Kick Sauber,1,False,81.375
ZHO,24,54.0,0 days 00:01:22.153000,0 days 00:00:22,0 days 00:00:38.781000,0 days 00:00:21.372000,HARD,53.0,True,Kick Sauber,1,False,82.153
ZHO,24,55.0,0 days 00:01:21.399000,0 days 00:00:21.110000,0 days 00:00:38.647000,0 days 00:00:21.642000,HARD,54.0,True,Kick Sauber,1,False,81.399
ZHO,24,56.0,0 days 00:01:20.315000,0 days 00:00:21.051000,0 days 00:00:37.870000,0 days 00:00:21.394000,HARD,55.0,True,Kick Sauber,1,False,80.315
ZHO,24,57.0,0 days 00:01:21.119000,0 days 00:00:21.300000,0 days 00:00:38.386000,0 days 00:00:21.433000,HARD,56.0,True,Kick Sauber,1,False,81.119
ZHO,24,58.0,0 days 00:01:18.795000,0 days 00:00:20.885000,0 days 00:00:36.909000,0 days 00:00:21.001000,HARD,57.0,True,Kick Sauber,1,True,78.795
ZHO,24,59.0,0 days 00:01:17.936000,0 days 00:00:20.562000,0 days 00:00:36.428000,0 days 00:00:20.946000,HARD,58.0,True,Kick Sauber,1,True,77.936
ZHO,24,60.0,0 days 00:01:18.545000,0 days 00:00:20.685000,0 days 00:00:36.745000,0 days 00:00:21.115000,HARD,59.0,True,Kick Sauber,1,False,78.545
ZHO,24,61.0,0 days 00:01:18.707000,0 days 00:00:20.763000,0 days 00:00:36.697000,0 days 00:00:21.247000,HARD,60.0,True,Kick Sauber,1,False,78.707
ZHO,24,62.0,0 days 00:01:18.817000,0 days 00:00:20.796000,0 days 00:00:36.763000,0 days 00:00:21.258000,HARD,61.0,True,Kick Sauber,1,False,78.817
ZHO,24,63.0,0 days 00:01:18.789000,0 days 00:00:20.657000,0 days 00:00:36.919000,0 days 00:00:21.213000,HARD,62.0,True,Kick Sauber,1,False,78.789
ZHO,24,64.0,0 days 00:01:19.295000,0 days 00:00:20.765000,0 days 00:00:37.309000,0 days 00:00:21.221000,HARD,63.0,True,Kick Sauber,1,False,79.295
ZHO,24,65.0,0 days 00:01:19.719000,0 days 00:00:20.799000,0 days 00:00:37.532000,0 days 00:00:21.388000,HARD,64.0,True,Kick Sauber,1,False,79.719
ZHO,24,66.0,0 days 00:01:19.749000,0 days 00:00:20.941000,0 days 00:00:37.572000,0 days 00:00:21.236000,HARD,65.0,True,Kick Sauber,1,False,79.749
ZHO,24,67.0,0 days 00:01:20.357000,0 days 00:00:21.547000,0 days 00:00:37.546000,0 days 00:00:21.264000,HARD,66.0,True,Kick Sauber,1,False,80.357
ZHO,24,68.0,0 days 00:01:25.217000,0 days 00:00:23.989000,0 days 00:00:39.102000,0 days 00:00:22.126000,HARD,67.0,True,Kick Sauber,1,False,85.217
ZHO,24,69.0,0 days 00:01:20.484000,0 days 00:00:21.261000,0 days 00:00:37.817000,0 days 00:00:21.406000,HARD,68.0,True,Kick Sauber,1,False,80.484
ZHO,24,70.0,0 days 00:01:40.898000,0 days 00:00:21.033000,0 days 00:00:40.932000,0 days 00:00:38.933000,HARD,69.0,True,Kick Sauber,1,False,100.898
ZHO,24,71.0,0 days 00:01:25.295000,0 days 00:00:23.767000,0 days 00:00:39.983000,0 days 00:00:21.545000,SOFT,1.0,True,Kick Sauber,1,False,85.295
ZHO,24,72.0,0 days 00:01:20.585000,0 days 00:00:20.370000,0 days 00:00:36.805000,0 days 00:00:23.410000,SOFT,2.0,True,Kick Sauber,1,False,80.585
ZHO,24,73.0,0 days 00:01:15.233000,0 days 00:00:19.940000,0 days 00:00:35.135000,0 days 00:00:20.158000,SOFT,3.0,True,Kick Sauber,1,True,75.233
ZHO,24,74.0,0 days 00:01:20.473000,0 days 00:00:21.051000,0 days 00:00:37.048000,0 days 00:00:22.374000,SOFT,4.0,True,Kick Sauber,1,False,80.473
ZHO,24,75.0,0 days 00:01:14.718000,0 days 00:00:19.751000,0 days 00:00:34.990000,0 days 00:00:19.977000,SOFT,5.0,True,Kick Sauber,1,True,74.718
ZHO,24,76.0,0 days 00:01:17.173000,0 days 00:00:20.460000,0 days 00:00:35.927000,0 days 00:00:20.786000,SOFT,6.0,True,Kick Sauber,1,False,77.173
OCO,31,1.0,,,,,HARD,1.0,True,Alpine,1254,False,
PER,11,1.0,,,,,HARD,1.0,True,Red Bull Racing,1254,False,
HUL,27,1.0,,,,,MEDIUM,1.0,True,Haas F1 Team,1254,False,
MAG,20,1.0,,,,,HARD,1.0,True,Haas F1 Team,1254,False,
